日期,星期,最高气温,最低气温,天气,风向,级数
2020-09-01,星期二,28℃,21℃,多云,东北风,2级
2020-09-02,星期三,32℃,22℃,晴,北风,1级
2020-09-03,星期四,30℃,21℃,多云,东北风,1级
2020-09-04,星期五,28℃,22℃,晴,东风,1级
2020-09-05,星期六,24℃,20℃,阴,北风,2级
2020-09-06,星期日,30℃,20℃,晴,西南风,2级
2020-09-07,星期一,32℃,21℃,多云,南风,2级
2020-09-08,星期二,29℃,22℃,多云,西风,1级
2020-09-09,星期三,25℃,21℃,多云,东北风,2级
2020-09-10,星期四,28℃,21℃,阴,东北风,1级
2020-09-11,星期五,26℃,18℃,阴,北风,2级
2020-09-12,星期六,22℃,17℃,阴,东北风,2级
2020-09-13,星期日,24℃,17℃,阴,北风,2级
2020-09-14,星期一,26℃,18℃,多云,东北风,1级
2020-09-15,星期二,25℃,19℃,阴,东北风,1级
2020-09-16,星期三,22℃,19℃,阴,东北风,2级
2020-09-17,星期四,27℃,15℃,晴,西风,2级
2020-09-18,星期五,24℃,17℃,阴,东风,1级
2020-09-19,星期六,25℃,18℃,阴,东北风,2级
2020-09-20,星期日,19℃,17℃,多云,东北风,2级
2020-09-21,星期一,21℃,17℃,阴,东北风,2级
2020-09-22,星期二,26℃,18℃,多云,西南风,1级
2020-09-23,星期三,27℃,17℃,阴,南风,2级
2020-09-24,星期四,23℃,17℃,阴,东北风,2级
2020-09-25,星期五,20℃,16℃,阴,东北风,3级
2020-09-26,星期六,19℃,16℃,阴,东北风,2级
2020-09-27,星期日,21℃,16℃,阴,东北风,2级
2020-09-28,星期一,20℃,17℃,多云,东北风,2级
2020-09-29,星期二,28℃,18℃,多云,南风,2级
2020-09-30,星期三,27℃,18℃,阴转雨,东风,2级
