日期,星期,最高气温,最低气温,天气,风向,级数
2020-10-01,星期四,22℃,19℃,阴,东北风,2级
2020-10-02,星期五,22℃,16℃,多云,北风,2级
2020-10-03,星期六,21℃,16℃,阴,北风,2级
2020-10-04,星期日,18℃,14℃,阴,北风,2级
2020-10-05,星期一,16℃,13℃,阴,东北风,2级
2020-10-06,星期二,17℃,13℃,多云,东风,2级
2020-10-07,星期三,20℃,16℃,阴,东南风,1级
2020-10-08,星期四,17℃,14℃,多云,东北风,1级
2020-10-09,星期五,19℃,15℃,多云,东风,1级
2020-10-10,星期六,20℃,16℃,晴,东北风,1级
2020-10-11,星期日,20℃,15℃,阴,北风,1级
2020-10-12,星期一,17℃,15℃,阴,北风,2级
2020-10-13,星期二,15℃,13℃,阴,北风,2级
2020-10-14,星期三,15℃,12℃,阴,北风,3级
2020-10-15,星期四,15℃,11℃,小雨,北风,2级
2020-10-16,星期五,17℃,13℃,多云,北风,2级
2020-10-17,星期六,12℃,11℃,阴,东北风,1级
2020-10-18,星期日,18℃,13℃,阴,西风,1级
2020-10-19,星期一,14℃,13℃,阴,南风,1级
2020-10-20,星期二,19℃,11℃,阴,西南风,1级
2020-10-21,星期三,14℃,10℃,晴,东风,1级
2020-10-22,星期四,21℃,12℃,晴,西风,1级
2020-10-23,星期五,21℃,15℃,阴,东风,1级
2020-10-24,星期六,22℃,15℃,多云,东风,1级
2020-10-25,星期日,19℃,16℃,多云,东北风,1级
2020-10-26,星期一,19℃,15℃,阴,东南风,1级
2020-10-27,星期二,15℃,12℃,阴,北风,2级
2020-10-28,星期三,14℃,12℃,多云,东北风,2级
2020-10-29,星期四,16℃,14℃,多云,东北风,1级
2020-10-30,星期五,15℃,13℃,阴,东北风,2级
2020-10-31,星期六,18℃,14℃,阴,北风,2级
