日期,星期,最高气温,最低气温,天气,风向,级数
2020-06-01,星期一,27℃,19℃,阴,东北风,1级
2020-06-02,星期二,25℃,18℃,阴,西南风,1级
2020-06-03,星期三,30℃,19℃,阴,南风,2级
2020-06-04,星期四,31℃,19℃,阴转阴,南风,1级
2020-06-05,星期五,33℃,22℃,多云,西南风,2级
2020-06-06,星期六,31℃,21℃,阴,西南风,2级
2020-06-07,星期日,27℃,19℃,阴,东北风,1级
2020-06-08,星期一,26℃,21℃,阴,西北风,1级
2020-06-09,星期二,30℃,20℃,多云,南风,2级
2020-06-10,星期三,29℃,20℃,多云,东风,1级
2020-06-11,星期四,31℃,23℃,多云,东风,1级
2020-06-12,星期五,31℃,23℃,多云,西南风,1级
2020-06-13,星期六,28℃,23℃,阴,西南风,1级
2020-06-14,星期日,30℃,21℃,多云,西风,1级
2020-06-15,星期一,32℃,23℃,阴,东风,2级
2020-06-16,星期二,31℃,22℃,阴,北风,1级
2020-06-17,星期三,27℃,21℃,阴,西南风,2级
2020-06-18,星期四,30℃,21℃,多云,西南风,2级
2020-06-19,星期五,31℃,21℃,阴,东南风,2级
2020-06-20,星期六,31℃,20℃,阴,东风,1级
2020-06-21,星期日,27℃,21℃,阴,东北风,1级
2020-06-22,星期一,24℃,21℃,阴,西风,1级
2020-06-23,星期二,29℃,21℃,多云,西南风,1级
2020-06-24,星期三,32℃,20℃,晴,东南风,2级
2020-06-25,星期四,32℃,23℃,多云,东风,1级
2020-06-26,星期五,28℃,23℃,阴,北风,2级
2020-06-27,星期六,29℃,22℃,多云,南风,1级
2020-06-28,星期日,27℃,24℃,多云,西南风,1级
2020-06-29,星期一,31℃,24℃,阴,东北风,1级
2020-06-30,星期二,32℃,24℃,多云,西风,2级
